Start Date,1/1/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
End Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,000660 KS Equity,005380 KS Equity,005930 KS Equity,0170016D US Corp,035420 KS Equity,035720 KS Equity,051910 KS Equity,207940 KS Equity,6501 JT Equity,7974 JP Equity,8TRA GR Equity,9984 JT Equity,AAPL US Equity,ABBV US Equity,ABT US Equity,ADBE US Equity,AFRM US Equity,ALIZF US Equity,AMAT US Equity,AMD US Equity,AMT US Equity,AMZN US Equity,ANET US Equity,ANT US Equity,APD US Equity,APH US Equity,APO US Equity,ARES US Equity,ASAN US Equity,ASML US Equity,AVGO US Equity,AXP US Equity,AZN US Equity,BA US Equity,BABA US Equity,BAC US Equity,BAM US Equity,BIDU US Equity,BILI US Equity,BILL US Equity,BIO US Equity,BLK US Equity,BP US Equity,BRK/B US Equity,BX US Equity,BYDDF US Equity,CAJPY US Equity,CAT US Equity,CBOE US Equity,USU1718RAD09 Corp,CME US Equity,COIN US Equity,CRM US Equity,CRWD US Equity,CSCO US Equity,USU1268FAB41 Corp,CVX US Equity,DDOG US Equity,DE US Equity,DIS US Equity,DOCU US Equity,DUK US Equity,EADSY US Equity,FANUY US Equity,FRCOY US Equity,FSLY US Equity,GE US Equity,GOOGL US Equity,GRAB US Equity,GS US Equity,HD US Equity,HDB US Equity,HMC US Equity,HOOD US Equity,HSBC US Equity,HTHIY US Equity,HUBS US Equity,IBM US Equity,IBN US Equity,ICE US Equity,INF US Equity,INFY US Equity,INTC US Equity,IQ US Equity,ITOCY US Equity,J US Equity,BL484563 Corp,JBL US Equity,JD US Equity,JNJ US Equity,JPM US Equity,KAOCF US Equity,KKR US Equity,KO US Equity,KSPI US Equity,KUASF US Equity,KYCCF US Equity,LI US Equity,LIN US Equity,LLY US Equity,LMT US Equity,BL458894@BVAL Corp,LRCX US Equity,MA US Equity,MARUY US Equity,MBFJF US Equity,MC US Equity,MCD US Equity,MCO US Equity,MELI US Equity,META US Equity,MFG US Equity,MITEY US Equity,MITSY US Equity,MKTX US Equity,MMM US Equity,MPNGF US Equity,MQ US Equity,MRAAY US Equity,MRK US Equity,MS US Equity,MSBHF US Equity,MSCI US Equity,MSFT US Equity,MU US Equity,NDAQ US Equity,NEE US Equity,NET US Equity,NFLX US Equity,NIO US Equity,NJDCY US Equity,NOW US Equity,NSRGY US Equity,NTES US Equity,NTRS US Equity,NU US Equity,NVDA US Equity,NVO US Equity,NVS US Equity,OKTA US Equity,OR US Equity,ORCL US Equity,PAGS US Equity,BBG000C31ZH2 Equity,PANW US Equity,PCOR US Equity,PDD US Equity,PFE US Equity,PG US Equity,PYPL US Equity,QCOM US Equity,BBG003TCRRN1 Equity,RELIANCE IN Equity,RHHBY US Equity,RKUNY US Equity,RMSG US Equity,RTX US Equity,SAIL US Equity,SAP GR Equity,SAP US Equity,SE US Equity,SFTBF US Equity,SHEL US Equity,SHOP US Equity,SIEGY US Equity,SMCAY US Equity,SMCI US Equity,SMFG US Equity,SNOW US Equity,SNPS US Equity,SNY US Equity,SNYFX US Equity,SOFI US Equity,SONY US Equity,SPGI US Equity,SPOT US Equity,SQM US Equity,SSDOY US Equity,STNE US Equity,STT US Equity,SUMCF US Equity,SVNDY US Equity,T US Equity,TAK US Equity,TCEHY US Equity,TCOM US Equity,TEAM US Equity,TKPHF US Equity,TM US Equity,TME US Equity,TMO US Equity,TOST US Equity,TSLA US Equity,TSM US Equity,TTDKY US Equity,TTE US Equity,TW US Equity,TWLO US Equity,TXN US Equity,UL US Equity,UNH US Equity,UPS US Equity,V US Equity,BL4727162 Corp,VIRT US Equity,VZ US Equity,WB US Equity,BBG000GPXKX9 Equity,WDAY US Equity,WMT US Equity,WORK US Equity,XIACF US Equity,XOM US Equity,XPEV US Equity,YNDX19 US Equity,ZM US Equity,ZS US Equity
9/30/2016,40200,135500,31960,,176600,16360,241500,#N/A N/A,468.6,2660.5,#N/A N/A,815.3,28.2625,63.07,42.29,108.54,#N/A N/A,147.35,30.15,6.91,113.33,41.866,5.3175,#N/A N/A,138.9899,16.23,17.96,17.41,#N/A N/A,109.58,17.252,64.04,67.3,131.74,105.79,15.65,#N/A N/A,182.07,#N/A N/A,#N/A N/A,163.81,362.46,35.16,144.47,25.53,2.2347,29.03,88.77,64.85,#N/A N/A,104.52,#N/A N/A,71.33,#N/A N/A,31.72,#N/A N/A,102.92,#N/A N/A,85.35,92.86,#N/A N/A,80.04,15.1,16.86,10.6733,#N/A N/A,141.7568,40.203,#N/A N/A,161.27,128.68,17.9725,28.92,#N/A N/A,37.61,4.6725,57.62,151.7278,6.7909,53.872,13.72,7.89,37.75,#N/A N/A,2.491,42.7432,#N/A N/A,21.82,26.09,118.13,66.59,54.2,14.26,42.32,#N/A N/A,#N/A N/A,182.26,#N/A N/A,120.83,80.26,239.72,#N/A N/A,9.471,101.77,51.345,4.96,26.89,115.36,108.28,184.97,128.27,3.36,18.72,138.273,165.59,147.341,#N/A N/A,#N/A N/A,7.2138,59.5096,32.06,7.1333,83.94,57.6,17.78,22.5133,30.58,#N/A N/A,9.855,#N/A N/A,5.725,15.83,79.02,48.156,67.99,#N/A N/A,1.713,20.795,65.8069,#N/A N/A,10.94,39.28,#N/A N/A,27.18,26.555,#N/A N/A,#N/A N/A,32.107,89.75,40.97,68.5,14.43,244.5,30.97,13.1,#N/A N/A,59.925,#N/A N/A,81.343,91.41,#N/A N/A,8.0688,50.07,4.292,58.66,14.35,2.337,6.75,#N/A N/A,59.35,38.19,#N/A N/A,#N/A N/A,6.477,126.56,#N/A N/A,26.7088,26.53,#N/A N/A,69.63,7.75,15.1467,30.6515,23.955,27.875,46.57,29.97,48.24,116.06,#N/A N/A,159.06,#N/A N/A,13.602,30.59,4.4493,47.01,#N/A N/A,64.36,70.18,50.6769,140,109.36,82.7,#N/A N/A,14.97,51.98,50.14,173.73,91.69,24.04,#N/A N/A,#N/A N/A,87.28,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
10/31/2016,41000,140000,32780,,171400,15280,246500,#N/A N/A,559.2,2544,#N/A N/A,825.3,28.385,55.78,39.24,107.51,#N/A N/A,153.76,29.08,7.23,117.19,39.491,5.2969,#N/A N/A,133.42,16.4825,18.28,16.75,#N/A N/A,105.62,17.028,66.42,56.65,142.43,101.69,16.5,#N/A N/A,176.86,#N/A N/A,#N/A N/A,158.08,341.24,35.55,144.3,25.03,2.1833,28.72,83.46,63.21,#N/A N/A,100.1,#N/A N/A,75.16,#N/A N/A,30.68,#N/A N/A,104.75,#N/A N/A,88.3,92.69,#N/A N/A,80.02,14.83,18.039,11.2467,#N/A N/A,139.2681,40.495,#N/A N/A,178.24,122.01,17.695,29.83,#N/A N/A,37.63,5.343,52.45,146.7992,7.5364,54.078,12.19,7.63,34.87,#N/A N/A,2.5195,42.6275,#N/A N/A,21.34,25.95,115.99,69.26,54.52,14.19,42.4,#N/A N/A,#N/A N/A,182.6,#N/A N/A,117.06,73.84,246.38,#N/A N/A,9.686,107.02,52.69,5.06,25.4,112.57,100.52,168.01,130.99,3.35,19.97,137.698,150.76,138.203,#N/A N/A,#N/A N/A,7.4244,55.991,33.57,7.5267,80.19,59.92,17.16,21.3233,32,#N/A N/A,12.487,#N/A N/A,6.045,17.58,72.645,51.398,72.42,#N/A N/A,1.779,17.77,59.1896,#N/A N/A,10.53,38.42,#N/A N/A,25.95,25.638,#N/A N/A,#N/A N/A,30.0595,86.8,41.66,68.72,13.4,237.17,28.675,11.46,#N/A N/A,60.279,#N/A N/A,80.02,87.84,#N/A N/A,7.8275,49.81,4.145,56.825,14.52,2.37,6.88,#N/A N/A,59.31,38.89,#N/A N/A,#N/A N/A,6.1103,121.85,#N/A N/A,29.052,25.85,#N/A N/A,70.21,7.75,13.9,27.7682,22.45,26.53,44.15,26.86,46.32,115.66,#N/A N/A,147.03,#N/A N/A,13.182,31.1,4.7167,47.5,#N/A N/A,34.12,70.85,44.5507,141.33,107.76,82.51,#N/A N/A,12.8,48.1,46.01,175.3,86.68,23.34,#N/A N/A,#N/A N/A,83.32,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
11/30/2016,42900,133000,34920,,159600,15540,226500,219326,609.3,2777.5,#N/A N/A,839,27.63,60.8,38.07,102.81,#N/A N/A,157.4,32.2,8.91,102.27,37.529,5.9256,#N/A N/A,144.46,17.065,19.26,17.1,#N/A N/A,103.13,17.049,72.04,52.26,150.56,94.02,21.12,#N/A N/A,166.95,#N/A N/A,#N/A N/A,173.5,370.79,35.01,157.44,25.74,2.015,28.91,95.56,68.9,#N/A N/A,112.91,#N/A N/A,72,#N/A N/A,29.82,#N/A N/A,111.56,#N/A N/A,100.2,99.12,#N/A N/A,73.77,15.93,17.165,11.8333,#N/A N/A,147.2126,38.794,#N/A N/A,219.29,129.4,16.13,29.74,#N/A N/A,39.54,5.459,56.1,154.9467,7.1273,55.4,12.19,7.24,34.7,#N/A N/A,2.78,51.2472,#N/A N/A,21.15,26.87,111.3,80.17,45.35,15.3,40.35,#N/A N/A,#N/A N/A,171.75,#N/A N/A,120.3,67.12,265.25,#N/A N/A,10.602,102.2,55.88,6,29.2,119.27,100.5,157.82,118.42,3.6,20.4,137.585,165.77,143.588,#N/A N/A,#N/A N/A,7.66,58.3463,41.36,7.47,78.8,60.26,19.53,21.3633,28.5575,#N/A N/A,11.7,#N/A N/A,5.6675,16.63,67.3,44.82,82.15,#N/A N/A,2.305,16.8,57.3061,#N/A N/A,9.8,40.19,#N/A N/A,27.45,22.395,#N/A N/A,#N/A N/A,30.4671,82.46,39.28,68.13,13.2,223.37,27.76,10.1,#N/A N/A,63.535,#N/A N/A,78.63,83.22,#N/A N/A,7.4863,51.1,4.167,56.305,14.15,2.735,7.53,#N/A N/A,60.48,40.2,#N/A N/A,#N/A N/A,5.6695,118.99,#N/A N/A,28.4166,25.9,#N/A N/A,78.8,7.75,13.0333,29.157,20.68,24.94,45.23,27.14,42,118.53,#N/A N/A,140.11,#N/A N/A,12.6267,29.69,4.595,47.16,#N/A N/A,33.92,73.93,42.7439,158.32,115.92,77.32,#N/A N/A,13.85,49.9,51.31,149.34,84.32,23.4767,#N/A N/A,#N/A N/A,87.3,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
12/31/2016,44700,146000,36040,,155000,15400,261000,215053,632,2454,#N/A N/A,970.6,28.955,62.62,38.41,102.95,#N/A N/A,163.15,32.27,11.34,105.68,37.494,6.0481,#N/A N/A,143.82,16.8,19.36,19.2,#N/A N/A,112.2,17.677,74.08,53.87,155.68,87.81,22.1,#N/A N/A,164.41,#N/A N/A,#N/A N/A,182.28,380.54,37.38,162.98,27.03,1.75,28.14,92.74,73.89,#N/A N/A,115.35,#N/A N/A,68.46,#N/A N/A,30.22,#N/A N/A,117.7,#N/A N/A,103.04,104.22,#N/A N/A,77.62,16.42,16.65,11.9167,#N/A N/A,151.2328,39.623,#N/A N/A,239.45,134.08,15.17,29.19,#N/A N/A,40.18,5.4,47,158.5477,6.8091,56.42,12.83,7.415,36.27,#N/A N/A,2.64,47.1067,#N/A N/A,23.67,25.44,115.21,86.29,47.5,15.39,41.46,#N/A N/A,#N/A N/A,171.5925,#N/A N/A,117.19,73.55,249.94,#N/A N/A,10.573,103.25,56.44,6.15,33.9,121.72,94.27,156.14,115.05,3.59,19.93,137.5,146.92,149.298,#N/A N/A,#N/A N/A,7.4133,56.1341,42.25,7.1933,78.78,62.14,21.92,22.3733,29.865,#N/A N/A,12.38,#N/A N/A,5.3575,14.87,71.74,43.068,89.05,#N/A N/A,2.6685,17.93,60.7064,#N/A N/A,9.72,38.45,#N/A N/A,29.3,20.842,#N/A N/A,#N/A N/A,30.7894,84.08,39.47,65.2,13.45,244.21,28.53,9.79,#N/A N/A,64.655,#N/A N/A,82.81,86.43,#N/A N/A,8.2713,54.38,4.287,61.21,11.79,2.805,7.64,#N/A N/A,58.86,40.44,#N/A N/A,#N/A N/A,5.4667,107.54,#N/A N/A,28.4464,25.364,#N/A N/A,77.72,12.32,12.64,32.1006,20.78,24.22,40,24.08,41.26,117.2,#N/A N/A,141.1,#N/A N/A,14.246,28.75,4.57,51.11,#N/A N/A,28.85,72.97,43.5137,160.04,114.64,78.02,#N/A N/A,15.95,53.38,40.6,141.52,66.09,23.04,#N/A N/A,#N/A N/A,90.26,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
1/31/2017,53700,139500,39460,,151600,15540,262000,229295,647.6,2312,#N/A N/A,1087.6,30.3375,61.11,41.77,113.38,#N/A N/A,170.45,34.25,10.37,103.5,41.174,5.875,#N/A N/A,139.76,16.8725,21.24,19.65,#N/A N/A,121.4,19.95,76.38,52.1,163.42,101.31,22.64,#N/A N/A,175.07,#N/A N/A,#N/A N/A,190.08,373.98,35.98,164.14,30.63,1.86,29.57,95.66,79.62,#N/A N/A,121.08,#N/A N/A,79.1,#N/A N/A,30.72,#N/A N/A,111.35,#N/A N/A,107.05,110.65,#N/A N/A,78.54,16.95,19.52,10.4,#N/A N/A,142.1396,41.01,#N/A N/A,229.32,137.58,17.2325,29.72,#N/A N/A,42.6,5.702,51.3,166.6952,7.0455,58.36,13.5,6.885,36.82,#N/A N/A,2.7415,48.3877,#N/A N/A,23.98,28.4,113.25,84.63,48.4,17.36,41.57,#N/A N/A,#N/A N/A,195.33,#N/A N/A,118.44,77.03,251.33,#N/A N/A,11.486,106.33,60.8,6.5,34.1,122.57,103.67,185.39,130.32,3.68,19,147,187.25,146.163,#N/A N/A,#N/A N/A,7.2878,59.1091,42.49,7.18,82.75,64.65,24.11,23.5133,30.93,#N/A N/A,14.071,#N/A N/A,5.8513,18.12,73.22,50.78,82.96,#N/A N/A,2.7295,18.085,61.6065,#N/A N/A,11,40.11,#N/A N/A,26.7,24.593,#N/A N/A,#N/A N/A,30.0784,87.6,39.78,53.43,13.2,235.82,29.96,9.89,#N/A N/A,64.685,#N/A N/A,84.587,91.51,#N/A N/A,9.6538,54.39,5.082,64.985,13.69,2.645,7.82,#N/A N/A,62.89,40.78,#N/A N/A,#N/A N/A,5.9036,120.18,#N/A N/A,32.0903,28.07,#N/A N/A,76.2,12.32,13.18,31.8214,20.975,26.185,43.21,27.63,41.29,115.75,#N/A N/A,152.39,#N/A N/A,16.7953,30.91,4.9393,50.1,#N/A N/A,28.83,75.54,43.952,162.1,109.13,82.71,#N/A N/A,17.55,49.01,48.22,147.49,83.09,22.2467,#N/A N/A,#N/A N/A,83.89,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2/28/2017,46700,149500,38440,,155200,17080,283000,234280,618.8,2350,#N/A N/A,1045.3,34.2475,61.84,45.08,118.34,#N/A N/A,172.95,36.22,14.46,114.79,42.252,7.4369,#N/A N/A,140.47,17.3025,22.74,21.6,#N/A N/A,121.69,21.093,80.06,58.15,180.23,102.9,24.68,#N/A N/A,174.13,#N/A N/A,#N/A N/A,194.64,387.46,33.92,171.42,29.54,1.969,29.24,96.66,78.05,#N/A N/A,121.46,#N/A N/A,81.35,#N/A N/A,34.18,#N/A N/A,112.5,#N/A N/A,109.49,110.09,#N/A N/A,82.55,18.3,19.57,10.5517,#N/A N/A,142.6661,42.247,#N/A N/A,248.06,144.91,17.9225,30.97,#N/A N/A,40.3,5.508,59.5,171.7576,7.4545,57.13,13.91,7.57,36.2,#N/A N/A,2.896,46.6191,#N/A N/A,25.51,30.57,122.21,90.62,52.53,18.03,41.96,#N/A N/A,#N/A N/A,194.13,#N/A N/A,118.71,82.81,266.58,#N/A N/A,11.854,110.46,65.02,6.69,36.8,127.65,111.37,210.87,135.54,3.75,19.45,153.05,195.23,155.803,#N/A N/A,#N/A N/A,7.9822,62.8088,45.67,7.18,94.59,63.98,23.44,23.7033,32.75,#N/A N/A,14.213,#N/A N/A,5.83,17.38,73.69,61.012,87.35,#N/A N/A,2.537,17.665,65.1485,#N/A N/A,10.98,42.59,#N/A N/A,27.85,25.317,#N/A N/A,#N/A N/A,32.344,91.07,42,56.48,13.8,279.33,30.42,9.895,#N/A N/A,66.384,#N/A N/A,87.74,93.18,#N/A N/A,9.3494,51.89,5.921,65,14.195,2.6,7.8,#N/A N/A,71.44,43.13,#N/A N/A,#N/A N/A,6.0381,129.47,#N/A N/A,31.2761,26.35,#N/A N/A,79.71,15.01,13.0333,31.5421,23.285,26.56,47.44,28.44,46.4,113.15,#N/A N/A,157.68,#N/A N/A,16.666,31.47,4.532,49.4,#N/A N/A,31.72,76.62,50.7624,165.38,105.76,87.94,#N/A N/A,17.35,49.63,50.52,170,82.93,23.6433,#N/A N/A,#N/A N/A,81.32,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
3/31/2017,50500,157500,41200,,171000,16620,294000,246385,602.5,2583.5,#N/A N/A,982.8,35.915,65.16,44.41,130.13,#N/A N/A,185.75,38.9,14.55,121.54,44.327,8.2669,#N/A N/A,135.29,17.7925,24.32,18.95,#N/A N/A,132.8,21.896,79.11,61.5052,176.86,107.83,23.59,#N/A N/A,172.52,#N/A N/A,#N/A N/A,199.34,383.51,34.52,166.68,29.7,1.8433,31.27,92.76,81.07,#N/A N/A,118.8,#N/A N/A,82.49,#N/A N/A,33.8,#N/A N/A,107.37,#N/A N/A,108.86,113.39,#N/A N/A,82.01,19.054,20.555,10.3842,#N/A N/A,142.6182,42.39,#N/A N/A,229.72,146.83,18.805,30.26,#N/A N/A,40.82,5.4325,60.55,166.3323,7.8182,59.87,13.2,7.9,36.07,#N/A N/A,2.841,45.6853,#N/A N/A,28.92,31.11,124.55,87.84,55.4,18.23,42.44,#N/A N/A,#N/A N/A,201.145,#N/A N/A,118.6,84.11,267.6,#N/A N/A,12.836,112.47,61.41,6.36,38.5,129.61,112.04,211.47,142.05,3.69,18.27,145.735,187.49,159.966,#N/A N/A,#N/A N/A,7.92,60.587,42.84,7.18,97.19,65.86,28.9,23.15,32.0925,#N/A N/A,14.781,#N/A N/A,5.9788,17.49,76.9,56.8,86.58,#N/A N/A,2.7233,17.14,61.8982,#N/A N/A,11.1,44.61,#N/A N/A,28.1,18.78,#N/A N/A,#N/A N/A,32.4293,89.85,43.02,57.34,14.45,298.02,32.03,10.015,#N/A N/A,66.183,#N/A N/A,91.904,98.17,#N/A N/A,8.8375,52.73,6.809,68.5,14.86,2.535,7.25,#N/A N/A,72.13,45.25,#N/A N/A,#N/A N/A,6.5784,130.74,#N/A N/A,34.1257,26.496,#N/A N/A,79.61,15.01,13.12,31.3609,23.635,28.86,49.15,29.95,47.75,108.62,#N/A N/A,153.6,#N/A N/A,18.5533,32.84,4.2387,50.24,#N/A N/A,28.87,80.56,52.751,164.01,107.3,88.87,#N/A N/A,17,48.75,52.18,151.43,83.28,24.0267,#N/A N/A,#N/A N/A,82.01,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
4/29/2017,54000,144000,44620,,160000,18080,274000,249234,615.1,2804.5,#N/A N/A,1055.3,35.9125,65.94,43.64,133.74,#N/A N/A,191.8,40.61,13.3,125.94,46.25,8.7275,#N/A N/A,140.5,18.0775,26.77,19.65,#N/A N/A,131.85,22.081,79.25,59.3,184.83,115.5,23.34,#N/A N/A,180.23,#N/A N/A,#N/A N/A,218.26,384.57,34.32,165.21,30.84,1.9633,33.21,102.26,82.41,#N/A N/A,116.19,#N/A N/A,86.12,#N/A N/A,34.07,#N/A N/A,106.7,#N/A N/A,111.61,115.6,#N/A N/A,82.5,20.17,20.38,10.8733,#N/A N/A,138.7417,46.226,#N/A N/A,223.8,156.1,19.9025,29.1,#N/A N/A,41.17,5.5345,67.05,153.1032,7.7909,60.2,13.48,7.28,36.15,#N/A N/A,2.836,45.3877,#N/A N/A,29.02,35.07,123.47,87,55.4,18.98,43.15,#N/A N/A,#N/A N/A,200.545,#N/A N/A,124.98,82.06,269.45,#N/A N/A,14.485,116.32,61.75,6.45,36.7,139.93,118.32,228.91,150.25,3.68,19.17,141.545,192.52,163.729,#N/A N/A,#N/A N/A,7.5556,59.4333,43.37,7.18,100.32,68.46,27.67,22.9567,33.39,#N/A N/A,15.22,#N/A N/A,5.755,18.9,76.999,53.078,90,#N/A N/A,2.6075,19.34,64.1984,26.05,10.67,44.96,#N/A N/A,29.75,18.068,#N/A N/A,#N/A N/A,32.1544,87.33,47.72,53.74,14.6,314.78,32.698,10.37,#N/A N/A,70.182,#N/A N/A,91.989,100.18,#N/A N/A,9.4975,52.19,7.595,71.709,14.18,2.44,7.43,#N/A N/A,73.7,47.3,#N/A N/A,#N/A N/A,6.7324,134.19,#N/A N/A,35.2973,27.1675,#N/A N/A,83.9,17.61,14.1067,29.9118,24.83,31.35,50.51,34.48,49.37,108.14,#N/A N/A,165.33,#N/A N/A,20.938,33.07,4.142,51.3,#N/A N/A,33.05,79.18,54.8893,174.88,107.46,91.22,#N/A N/A,15.4,45.91,55.86,141.14,87.4,25.06,#N/A N/A,#N/A N/A,81.65,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/31/2017,57000,163000,44700,,169000,19760,302000,313322,668.7,3365,#N/A N/A,1125.4,38.19,66.02,45.66,141.86,#N/A N/A,192,45.88,11.19,131.19,49.731,9.2113,#N/A N/A,144.06,18.65,27.03,18.05,#N/A N/A,131.99,23.948,76.94,66.84,187.63,122.46,22.41,#N/A N/A,186.1,#N/A N/A,#N/A N/A,223.48,409.24,36.15,165.28,32.88,1.9833,34.82,105.43,86.37,#N/A N/A,117.29,#N/A N/A,89.64,#N/A N/A,31.53,#N/A N/A,103.48,#N/A N/A,122.46,107.94,#N/A N/A,85.68,20.55,19.695,11.2,#N/A N/A,131.0365,49.355,#N/A N/A,211.26,153.51,21.95,27.93,#N/A N/A,43.49,6.055,72.1,145.7867,9.0182,60.19,13.9,7.55,36.11,#N/A N/A,2.842,43.3217,#N/A N/A,29.92,40.03,128.25,82.15,55.4,18.42,45.47,#N/A N/A,#N/A N/A,227,#N/A N/A,132.29,79.57,281.13,#N/A N/A,15.517,122.88,61.56,6.31,35.1,150.89,118.45,275.11,151.46,3.5,18.725,135.02,190.58,170.952,#N/A N/A,#N/A N/A,7.7222,62.0841,41.74,7.18,101.73,69.84,30.77,22.55,35.36,#N/A N/A,16.307,#N/A N/A,6.2215,20.93,85.16,56.956,87.44,#N/A N/A,3.6088,21.185,68.1489,26.1,10.56,45.39,#N/A N/A,35.25,19.765,#N/A N/A,#N/A N/A,30.9505,88.09,52.21,57.27,14.95,302.49,34.38,12.21,#N/A N/A,71.533,#N/A N/A,95.471,107.56,#N/A N/A,10.1363,54.41,9.186,71.515,15.97,2.46,7.16,#N/A N/A,74.87,49.59,#N/A N/A,#N/A N/A,7.142,142.81,#N/A N/A,35.7739,33.81,#N/A N/A,81.46,16.31,14.1667,29.0815,25.77,34.45,54.65,35.76,52,107.54,#N/A N/A,172.79,#N/A N/A,22.734,35.36,4.0127,52.7,#N/A N/A,24.31,82.49,59.4651,175.18,105.97,95.23,#N/A N/A,16.3,46.64,73.53,144.29,99.98,26.2,#N/A N/A,#N/A N/A,80.5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/30/2017,67400,159500,47540,,167600,20300,291000,415864,689.4,3768,#N/A N/A,1137.1,36.005,72.51,48.61,141.44,#N/A N/A,197.215,41.31,12.48,132.32,48.4,9.3619,#N/A N/A,143.06,18.455,26.45,18,#N/A N/A,130.31,23.305,84.24,66.9168,197.75,140.9,24.26,#N/A N/A,178.86,#N/A N/A,#N/A N/A,226.31,422.41,34.65,169.37,33.35,2.0633,34.02,107.46,91.4,#N/A N/A,125.24,#N/A N/A,86.6,#N/A N/A,31.3,#N/A N/A,104.33,#N/A N/A,123.59,106.25,#N/A N/A,83.59,20.67,19.3,11.1467,#N/A N/A,129.2657,46.484,#N/A N/A,221.9,153.4,21.7425,27.39,#N/A N/A,46.39,6.165,65.75,146.9329,8.97,65.92,13.75,7.51,33.74,#N/A N/A,2.975,44.9497,#N/A N/A,29.19,39.22,132.29,91.4,64.875,18.6,44.85,#N/A N/A,#N/A N/A,221.125,#N/A N/A,132.55,82.3,277.61,#N/A N/A,14.143,121.45,64.46,6.63,38.85,153.16,121.68,250.88,150.98,3.67,18.675,142.923,201.1,174.062,#N/A N/A,#N/A N/A,8.4578,61.1115,44.56,6.7042,102.99,68.93,29.86,23.83,35.0325,#N/A N/A,14.941,#N/A N/A,6.3975,21.2,87.2,60.126,97.21,#N/A N/A,3.614,21.445,69.5657,22.8,12.22,50.14,#N/A N/A,37.05,22.302,#N/A N/A,#N/A N/A,31.8416,87.15,53.67,55.22,14.85,311.35,31.8,11.99,#N/A N/A,72.022,#N/A N/A,91.742,104.67,#N/A N/A,10.175,53.19,8.69,69.15,15.31,2.465,7.86,#N/A N/A,72.93,47.91,#N/A N/A,#N/A N/A,7.4482,145.99,#N/A N/A,32.7853,35.75,#N/A N/A,89.73,16.66,13.71,28.4777,25.42,35.96,53.86,35.18,51.38,105.02,#N/A N/A,174.47,#N/A N/A,24.1073,34.96,4.4013,48.95,#N/A N/A,29.11,76.93,57.8614,185.42,110.59,93.78,#N/A N/A,17.65,44.66,66.47,144.21,97,25.2267,#N/A N/A,#N/A N/A,80.73,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
